Métier,Entreprise,Poste,Niveau,Lieu,Salaire,Expérience,Compétences,Description
Data Manager,KEOLIS BOURGOGNE,Conducteur-Receveur F/H,Non spécifié,71 - MACON,Mensuel de 1801.8 Euros sur 13.0 mois,Débutant accepté,"rest, go, r, ia",Nous recherchons un/une conducteur/ conductrice à proximité de Macon (71).  Votre mission : Accueillir et accompagner nos voyageurs avec sourire et bienveillance. Vendre et contrôler les titres de transport à bord. Utiliser les outils embarqués pour rester connecté-e et efficace. Veiller au bon état et au bon usage de votre véhicule.  Profil recherché : Sens du service et responsabilité Goût du contact humain et du relationnel Capacité à travailler en autonomie Rigueur et ponctualité Titulaire d
Data Manager,DASSAULT AVIATION,Technicien/ne gestion de données techniques - CDD F/H (H/F),Non spécifié,74 - Argonay,Annuel de 25000.0 Euros à 30000.0 Euros sur 13.0 mois,Débutant accepté,"go, r, ia","Localisation :France, Rhône-Alpes, 74 - Argonay   Domaine professionnel / métier :Ingénierie industrielle   Type de contrat :CDD   Durée du contrat :12 mois   Langues   Compétences :Gestion de fabrication   Référence de l'offre :2025-13779   Nombre de postes :1   Vos missions  À partir de l'exploitation et l'analyse des données de définition (Nomenclature, Plans 2D) des équipements de commandes de vol, vous avez en charge la création et la réalisation des articles et nomenclatures de production "
Data Manager,OFFICE DE L EAU DE GUYANE,"Administrateur de données, systèmes et réseaux (H/F)",Non spécifié,973 - CAYENNE,Non spécifié,36 Mois,"rest, tableau, go, ia, r","1. Organisation générale L'OEG met en place des procédures pour collecter, centraliser et gérer les données produites par ses partenaires et par les plateformes locales ou nationales. Il assure le suivi des conventions de partage, des adhésions aux plateformes régionales (notamment GéoGuyane) et participe activement aux instances de gouvernance (comités de pilotage, commissions d'administrateurs de données).  2. Gestion des données L'Office accompagne ses agents dans la conception et la mise en "
Data Manager,LIDL,Chargé(e) d'approvisionnements Fruits / Légumes (H/F),Non spécifié,92 - CHATENAY MALABRY,Mensuel de 2475.0 Euros sur 12.0 mois,24 Mois,"Contrôler la réalisation et les coûts d'une prestation, excel, Structurer, synthétiser des informations, Actualiser des données d'activité, Utiliser les outils numériques, Gestion budgétaire, Collecter et analyser des données, des informations, Mettre à jour un dossier, une base de données, Traiter des archives, Techniques de communication orales, écrites et numériques, Maintenir une documentation précise et à jour, r, ia, Créer une documentation technique, Identifier et sélectionner des fournisseurs, sous-traitants, prestataires, Assurer la gestion administrative d'une activité","Travailler chez Lidl, c'est bien plus qu'un job ! Tu veux comprendre les rouages du succès des 1600 supermarchés Lidl en France ? En rejoignant la Direction des Achats, au sein de l'équipe Achats Food, tu intègres une entreprise en pleine croissance où tu peux mettre à profit ton souhait de challenger l'univers de la grande distribution.  En tant que Chargé(e) Approvisionnement, tu es chargé(e) de la définition des volumes des fruits et/ ou légumes pour chacun de nos entrepôts français ainsi que"
Data Manager,RANDSTAD,Administrateur base de données (F/H),Non spécifié,21 - Beaune,Annuel de 32500.0 Euros sur 12.0 mois,2 An(s),"rest, go, ia, r, statistiques","Rattaché(e) au Pôle Intelligence Economique et Stratégie (IES). Sous la responsabilité de la responsable d'outils déclaratifs de ce Pôle, vous accompagnez les professionnels de la filière à établir des déclarations à l'Interprofession afin d'assurerez la qualité des informations déclarées. Ces informations font l'objet d'éditions statistiques mensuelles pour la filière.  90% du poste est lié à l'assistance et de l'aide technique auprès des utilisateurs.   Description : - En étroite collaboration"
Data Manager,AREV RECRUTEMENT,Assistant.e  de gestion administrative de base de données (H/F),Non spécifié,06 - Nice,Mensuel de 2200.0 Euros à 2300.0 Euros sur 12.0 mois,2 An(s),"excel, tableau, go, api, r","Notre cabinet de recrutement accompagne actuellement une entreprise en pleine croissance à NICE dans le cadre du recrutement de son futur(e) Assistant(e) de gestion administrative.  Dans le cadre de cette mission, nous recherchons un profil organisé, rigoureux, avec une excellente maîtrise d'Excel, notamment des tableaux croisés dynamiques. Le poste offre une belle opportunité d'intégrer une entreprise à taille humaine, dynamique, en développement, et où l'autonomie ainsi que les responsabilités"
Data Manager,AK RECRUTEMENT,DBA PostgreSQL (H/F),Stage,69 - Marennes,Mensuel de 35000.0 Euros à 70000.0 Euros sur 12.0 mois,1 An(s),"postgresql, ia, r, sql, azure","Notre client est une société spécialisée dans le Retail.   Au sein de la branche ""Etude"" de la DSI, vous intégrez l'équipe infrastructure Build composée de 9 personnes (6 architectes et 3 chefs de projets).  Junior, intermédiaire ou profil expérimenté, vos missions seront adaptées et évolueront en fonction de votre besoin en accompagnement et formation.   Vos missions :   -  Concevoir, modéliser et documenter les bases de données utilisées par l'ERP interne et l'ensemble des applications métiers"
Data Manager,AK RECRUTEMENT,DBA PostgreSQL expérimenté (H/F),Stage,69 - Marennes,Mensuel de 50000.0 Euros à 70000.0 Euros sur 12.0 mois,5 An(s),"postgresql, ia, r, sql, azure","Notre client est une société spécialisée dans le Retail.   Au sein de la branche ""Etude"" de la DSI, vous intégrez l'équipe infrastructure Build composée de 9 personnes (6 architectes et 3 chefs de projets).  Vos missions :   -  Concevoir, modéliser et documenter les bases de données utilisées par l'ERP interne et l'ensemble des applications métiers développées par la DSI, - Analyser les besoins fonctionnels exprimés par les équipes projets et proposer des solutions techniques adaptées, - Définir"
Data Manager,DDT42,Gestionnaire base de données géomatiques (H/F),Non spécifié,42 - ST ETIENNE,Mensuel de 2313.7 Euros à 2486.0 Euros sur 12.0 mois,Débutant accepté,"connaissances techniques milieux aquatiques, Classer des documents, Sélectionner des informations documentaires, connaissance gestion base de données, Maintenir une documentation précise et à jour, ia, connaissance OGIS , r, hive, connaissance politiques publiques biodiversite",Vous mettrez à jour les bases de données géomatique concernant le drainage agricole et l'impact des prélèvements sur l'environnement sur l'ensemble du département de la Loire à partir des différentes bases de données existantes. Ce travail comprendra également la numérisation de documents déposés aux archives départementales de la Loire. Vous serez force de propositions d'évolutions des bases de données afin d'en améliorer l'usage mais aussi de travail d'analyse des données afin d'affiner la con
Data Manager,Non spécifié,Data manager (H/F),Senior,34 - Montpellier,Annuel de 55000.0 Euros à 65000.0 Euros,6 An(s),"databricks, rest, go, redshift, pipeline, bigquery, etl, ia, git, snowflake, spark, r","Description du poste : Devenez le pilier data d'une entreprise tournée vers l'innovation ! CDI, Client final C'est avec plaisir que je vous propose de rejoindre une entreprise, à l'environnement technique moderne, en tant qu' Ingénieur Data Senior H/F en CDI à Montpellier . Ambiance décontractée, activités fédératrices et équipes accueillantes sont quelques-unes des caractéristiques de cette entreprise. Vous rejoignez une société dont le cœur de métier est de développer des solutions digitales ("
Data Manager,Non spécifié,Data manager (H/F),Stage,92 - Rueil-Malmaison,Annuel de 50000.0 Euros à 65000.0 Euros,1 An(s),"excel, tableau, python, dash, r, scala, git, ia, snowflake, pipeline, sql","Description du poste : Vous intégrerez une équipe dynamique de 10 collaborateurs et jouerez un rôle clé dans l'amélioration et le développement de solutions data. En tant qu'Ingénieur Data, vous serez responsable de : Développement de Dashboards : Concevoir et développer des tableaux de bord pertinents et interactifs sous PowerBI pour le suivi de la performance. Modélisation de Données : Créer et maintenir des modèles de données et des pipelines de traitement robustes et scalables. Développement"
Data Manager,HAYS France,Data manager (H/F),Non spécifié,44 - Nantes,Annuel de 70000.0 Euros à 75000.0 Euros,0 An(s),"ia, r","Au sein de la Direction des Solutions Métiers, vous accompagnez une équipe composée d'une vingtaine de personnes. Vos missions sont les suivantes :Décliner la stratégie de la DSI sur votre ligne. Piloter l'activité de votre ligne (aspects financiers, opérationnels et humains). Définir, mettre en ?uvre et piloter un plan de performance (établir des indicateurs et assurer un reporting). Manager et accompagner les managers de votre ligne. Piloter et animer les relations avec vos parties prenantes d"
Data Manager,Non spécifié,Data manager (H/F),Alternance,59 - Lille,Non spécifié,1 An(s),"rest, go, bigquery, etl, r, ia, git, gcp, pipeline, sql","Description du poste : Nous recherchons pour l'un de nos clients un Data Engineer H/F en CDI, dans la métropole liloise Lieu : Métropole lilloise, poste en présentiel Type de contrat : CDI Missions Poste à mi-chemin entre Analytics Engineer et Data Engineer, vous aurez pour mission de concevoir et optimiser des pipelines de données robustes et fiables. Vous participerez à la définition et à la mise en œuvre de solutions de data architecture en collaborant avec les équipes IT et métiers pour assu"
Data Manager,Non spécifié,Data manager (H/F),Senior,92 - Courbevoie,Annuel de 60000.0 Euros à 63000.0 Euros,6 An(s),"rest, api, python, power bi, ia, git, pipeline, r, ci/cd","Description du poste : Pour ce poste de Data Engineer / Leader Technique Data évolutif rapidement vers un poste d' Architecte Data , vos missions principales seront les suivantes :***Concevoir et implémenter l'architecture data, en cohérence avec les standards IT Corporate, * Définir et superviser l'intégration des données issues de sources variées, en garantissant leur qualité et leur sécurité, * Orchestrer, configurer et optimiser les traitements data (performance, robustesse, fiabilité), * Me"
Data Manager,Non spécifié,Data Manager (H/F),Non spécifié,89 - Auxerre,Non spécifié,3 An(s),"excel, go, ia, r, statistiques","Description du poste : Bonjour Je suis Carole , consultante au sein de la societe Manpower CABINET DE RECRUTEMENT BOURGOGNE NORD. Je recherche pour mon client, un acteur du secteur des Industries manufacturières et production, un Technicien Data Manager en CDI (H/F) Au sein du pôle Opérations du secteur Front Office, vous jouez un rôle clé dans la fiabilisation et l'optimisation des données techniques. Vos missions sont variées et stratégiques : - Analyser la justesse des données techniques dans"
Data Manager,Non spécifié,Data manager (H/F),Non spécifié,64 - Biarritz,Annuel de 50000.0 Euros à 85000.0 Euros,1 An(s),"nlp, api, python, go, kubernetes, pipeline, bigquery, r, scala, docker, tensorflow, git, gcp, deep learning, spark, ia, sql, ci/cd","Description du poste : En postulant à cette offre, vous aurez l'opportunité de rejoindre start-up dynamique spécialisée dans la data et l'IA pour le secteur de la construction . Vos missions si vous les acceptez : En tant que Data & Cloud Engineer , vous serez rattaché au CTO et interviendrez sur l'ensemble du cycle de vie des données : ingestion, traitement, stockage et exploitation par les modèles d'IA. Vos missions :***Construire et optimiser les pipelines de données pour des flux hétérogènes"
Data Manager,Non spécifié,Data Manager (H/F),Senior,78 - Vélizy-Villacoublay,Non spécifié,6 An(s),"excel, go, agile, ia, git, r","Description du poste : Lieu : Vélizy, France Construisons ensemble un avenir de confiance Thales est un leader mondial des hautes technologies spécialisé dans trois secteurs d'activité : Défense & Sécurité, Aéronautique & Spatial, et Cyber & Digital. Il développe des produits et solutions qui contribuent à un monde plus sûr, plus respectueux de l'environnement et plus inclusif. Le Groupe investit près de 4 milliards d'euros par an en Recherche & Développement, notamment dans des domaines clés de"
Data Manager,ORANGE,Business Manager DATA & IA (H/F),Senior,92 - Issy-les-Moulineaux,Non spécifié,3 An(s),"excel, go, ia, git, r","Notre Direction Entreprises IDF (DE IDF) couvre 8000 entreprises clientes ayant leur siège en Ile de France et génère un chiffre d'affaires de près de 900 millions d'euros. Chaque jour, nos 600 salariés mettent à profit leur expertise pour devenir un acteur incontournable du monde B to B en accompagnant l'évolution des usages de nos clients.   Challenge et technologies ? La Direction commerciale du Haut de Marché est à la recherche de la nouvelle pépite qui rejoindra ses équipes en tant que Busi"
Data Manager,Non spécifié,Manager BU Data H/F,Non spécifié,35 - Rennes,Non spécifié,Débutant accepté,"go, r, ia","Notre client est une PME opérant dans le secteur de la distribution. Elle se concentre sur l'innovation technologique et la gestion des données pour soutenir ses activités stratégiques.Sous la direction du DSI et en étroite collaboration avec les directions métiers, vous serez le moteur d'une dynamique ambitieuse : faire de la donnée un levier de performance, d'innovation et de confiance. Vous construirez et animerez une équipe dédiée, avec une vision claire et structurante. En tant que Manager "
Data Manager,Non spécifié,Data Manager (H/F),Senior,44 - Nantes,Annuel de 50000.0 Euros à 60000.0 Euros,3 An(s),"excel, go, r, ia, sql","Description du poste : Notre client, leader dans le domaine pharmaceutique, offre une occasion exceptionnelle pour un Coordinateur Data Management en CDI interne. Reconnue pour sa qualité et son impact, cette entreprise met l'accent sur des valeurs de passion, d'expertise et d'engagement, offrant ainsi une aventure professionnelle enrichissante. Basée en France, avec une localisation spécifique du côté de Nantes, elle met à disposition ses employés les outils nécessaires pour réussir et progress"
Data Manager,Gi Group France,Data Manager Qualité Junior H/F,Junior,91 - Gif-sur-Yvette,Annuel de 32000.0 Euros à 38000.0 Euros,Débutant accepté,"python, sql, r, ia",Principales responsabilités  · Analyser et documenter les flux de données actuels.  · Identifier et résoudre les points bloquants dans les processus de gestion des données.  · Mettre en place et implémenter des outils et des processus pour améliorer la qualité des données.  · Effectuer des analyses de données approfondies pour garantir leur qualité.  · Collaborer avec les équipes internes pour assurer une gestion efficace des données.  · Communiquer régulièrement les progrès et les résultats aux
Data Manager,EQUANS,Data Manager SI Achats (H/F),Senior,92 - Courbevoie,Non spécifié,5 An(s),"excel, rest, typescript, spark, r","Data Engineer (H/F)   Nantes (44)  Vous êtes chargé de la maitrise de la donnée, ses sources et ses adhérences aux différents applicatifs cibles.   Au quotidien, vos missions seront transverses aux différents outils et vos interlocuteurs seront également transverses aux différents départements/organisations :   - Maitriser les sources de données (SAP, PALANTIR.) et les règles de gestion en vigueur sur les données (éléments d'imputation, fournisseurs, comptes utilisateurs, segmentation Achats.) m"
Data Manager,Non spécifié,Chargé / Chargée de Qualité de Données - Data Quality Manager H/F,Non spécifié,86 - Croutelle,Non spécifié,6 An(s),"excel, rest, tableau, postgresql, go, etl, r, scala, ia, sql","La MUTUELLE DE POITIERS ASSURANCES - Acteur majeur de l'assurance en France (CA de 458 M€, 311 agences sur 59 départements, 1200 collaborateurs) distribue des contrats d'assurance destinés aux particuliers et aux professionnels, par le biais d'un réseau d'agents généraux.   Rattaché(e) à la Direction des Systèmes d'Information, vous appartenez au pôle Data Factory, vous êtes le chef d'orchestre de l'amélioration continue de la qualité de donnée au sein de la Mutuelle de Poitiers Assurances.  Pri"
Data Manager,Harry Hope,Data manager (H/F),Non spécifié,54 - Nancy,Annuel de 40000.0 Euros à 45000.0 Euros,5 An(s),"excel, api, ia, r","En tant que Responsable de l'équipe support, et directement intégré à la DSI, vous serez amené à :  - Piloter le système GLPI pour une gestion efficace du parc utilisateurs. - Mettre à jour la documentation des processus support. - Diagnostiquer et résoudre les incidents matériels et logiciels. - Gérer les attentes des utilisateurs et assurer des solutions rapides. - Suivre les tendances technologiques et proposer des améliorations. - Analyser les incidents récurrents et recommander des actions "
Data Manager,Non spécifié,Data manager (H/F),Senior,31 - Toulouse,Non spécifié,Débutant accepté,"dash, ia, git, typescript, api, r","Description du poste :***Job Description:***Airbus Commercial Aircraft* recherche un.e *Ingénieur de données (f/h)* pour rejoindre notre département Airline Sciences basé à Toulouse, France . Vous ferez partie d'une équipe qui développe une suite de produits démocratisant l'accès aux données d'opérations aériennes. Au sein de l'équipe Airline Operations Intelligence, vous serez impliqué(e) dans des activités de développement de données, dashboard et analyses visant à apporter aux différentes fon"
Data Manager,Longchamp,International Project Manager - Performance & Data H/F,Junior,75 - Paris 16e Arrondissement,Non spécifié,1 An(s),"excel, rest, power bi, dash, go, ia, git, api, r","Responsabilités clés  1. Stratégie Média Globale Participe à l'élaboration de la stratégie média internationale de Longchamp avec le Directeur et le Coordinateur Média International, notamment sur les leviers de performance (Search, Social, etc.). Définit la structure et les ciblages des campagnes sur Google Ads (PMAX, Text Ads) et les plateformes sociales (Meta, TikTok, Pinterest). Transmet les recommandations stratégiques aux pays et échange régulièrement avec les partenaires clés (Google, Met"
Data Manager,Non spécifié,Data manager (H/F),Non spécifié,85 - Ferrière,Annuel de 35000.0 Euros à 45000.0 Euros,1 An(s),"rest, power bi, dash, go, ia, r, azure","Description du poste : Dans un contexte de transformation data, vous serez intégré(e) au sein du pôle Systèmes d'Information, composé de 12 collaborateurs et placé sous la responsabilité du Chef de Projet Innovation.Vous aurez pour mission de participer au déploiement de Microsoft Fabric pour structurer notre plateforme data. Vous participerez également à la mise en place de Power BI pour les équipes métiers et à des projets exploratoires en data science / IA. Votre quotidien : Implémentation de"
Data Manager,Non spécifié,MEDIA MANAGER / DATA IO MANAGER (H/F),Non spécifié,75 - Paris,Non spécifié,Expérience exigée,"rest, go, r, ia","À propos du poste VSI Paris, acteur majeur du doublage et de la localisation audiovisuelle, recherche un·e Data I/O Manager pour assurer la gestion, la circulation et la sécurité des contenus audio et vidéo au sein de son laboratoire. Vous serez en charge de la réception, du stockage et de la livraison des médias, en lien étroit avec les équipes techniques et de production. Doté·e obligatoirement d'une première expérience dans l'audiovisuel, vous êtes rigoureux·se, organisé·e et à l'aise avec le"
Data Manager,Michael Page,Data Platform Manager H/F,Senior,France,Annuel de 100000.0 Euros à 120000.0 Euros,1 An(s),"snowflake, ia, r","En tant que Data Platform Manager, vous serez responsable de la stratégie, du développement et de la gestion de la plateforme de données (Snowflake), de l'ingénierie des données, de l'observabilité et de l'architecture, en alignement avec la stratégie IT. Vous garantirez que la plateforme répond aux besoins des utilisateurs et suit une approche produit. En tant que Data Platform Manager, vous aurez les responsabilités suivantes :   * Définir et maintenir la vision et la feuille de route de la pl"
Data Manager,Non spécifié,Data manager (H/F),Alternance,69 - Lyon 5e Arrondissement,Non spécifié,1 An(s),"nlp, pipeline, ia, r","Description du poste : Au sein de l'équipe Data composée de 10 personnes, vous rejoindrez une organisation pluridisciplinaire composée de data scientists, data engineers, data analysts et développeurs. En tant qu' Ingénieur IA , vos missions seront :***Développer et déployer des solutions IA concrètes (LLM, NLP, NER, pipelines d'automatisation) ; * Contribuer à des projets stratégiques, comme le chatbot multi-agents en cours de lancement, ou l'industrialisation de workflows IA ; * Identifier et "
Data Manager,Non spécifié,Data Manager (H/F),Senior,29 - Brest,Non spécifié,6 An(s),"excel, rest, ia, r","Description du poste : Le site de Brest accueille des activités de Maintien en Condition Opérationnelle (MCO) et de modernisation de navires de surface et de sous-marins de la Marine nationale, d'exploitation et de maintenance des infrastructures et bases navales, et de soutien logistique de systèmes complexes. En tant que Data Manager , rattaché au Département Ingénierie Lutte de la Direction Système de Combat, votre mission principale est de piloter l'ensemble des activités de data management "
Data Manager,Non spécifié,Data Manager (H/F),Senior,974 - Saint-Louis,Mensuel de 3000.0 Euros à 4000.0 Euros,3 An(s),"go, r, git","Description du poste : Vous serez en charge de piloter la stratégie, les outils et les équipes dédiées à la gestion des données au sein d'une organisation en pleine transformation digitale. Votre rôle est central pour garantir la qualité, la sécurité et la valorisation des données dans les processus métiers et décisionnels. Vos missions :***Définir la feuille de route data et valider les choix technologiques. * Concevoir l'architecture des données et organiser leur collecte. * Mettre en place la"
Data Manager,Michael Page,Manager BU Data H/F,Senior,France,Annuel de 55000.0 Euros à 62000.0 Euros,1 An(s),"go, etl, ia, api, r","Sous la direction du DSI et en étroite collaboration avec les directions métiers, vous serez le moteur d'une dynamique ambitieuse : faire de la donnée un levier de performance, d'innovation et de confiance. Vous construirez et animerez une équipe dédiée, avec une vision claire et structurante. En tant que Manager BU Data, vous aurez les responsabilités suivantes :    * Définir et incarner la vision data de l'entreprise, en pilotant une stratégie alignée avec les enjeux métiers et technologiques."
Data Manager,Manpower,Data manager Technicien  (H/F),Non spécifié,89 - Auxerre,Non spécifié,3 An(s),"excel, go, ia, r, statistiques","BonjourJe suis Carole , consultante au sein de la societe Manpower CABINET DE RECRUTEMENT BOURGOGNE NORD.Je recherche pour mon client, un acteur du secteur des Industries manufacturières et production, un Technicien Data Manager en CDI (H/F) Au sein du pôle Opérations du secteur Front Office, vous jouez un rôle clé dans la fiabilisation et l'optimisation des données techniques. Vos missions sont variées et stratégiques : - Analyser la justesse des données techniques dans le cadre du Plan d'Améli"
Data Manager,Groupama Supports et Services,Manager Data Factory H/F,Senior,92 - Puteaux,Non spécifié,7 An(s),"excel, go, big data, etl, ia, scala, spark, r","Au sein de la Division Data de G2S (Groupama Supports et Services), GIE informatique du Groupe Groupama, nous recherchons un(e) Manager Data Factory pour piloter les développements de notre écosystème OCEAN, centré sur les solutions Data et les usages décisionnels. Dans un environnement technologique exigeant, structuré autour de deux plateformes de données et d'une plateforme évènementielle, vous serez garant(e) de la qualité, de la performance et de l'industrialisation des développements réali"
Data Manager,BPCE SA,Data Manager - Gouvernance de la donnée (F/H) (H/F),Senior,94 - Charenton-le-Pont,Non spécifié,1 An(s),"go, r","Poste et missions  Mission principale : Le Data Manager en charge de la gouvernance des données est responsable de la mise en place et de la gestion des politiques et des frameworks de gouvernance des données. Il veille à ce que les données soient gérées de manière efficace, en garantissant le respect des normes, la conformité réglementaire et l'alignement avec les objectifs du Groupe BPCE et de BPCE Payment Services.  Missions et Responsabilités :  1) Définition de la Gouvernance des Données - "
Data Manager,DAVRICOURT,Data manager (H/F),Non spécifié,France,Non spécifié,10 An(s),"go, r, git, ia","Dans le cadre de la réalisation d'un projet en assistance technique, nous recherchons un(e) Directeur(trice) de Programme IT pour l'un de nos clients du secteur pharmaceutique. Vous interviendrez sur le site client situé dans la région Île-de-France. À ce titre, vos missions quotidiennes seront les suivantes : - Piloter des programmes IT de grande envergure, en lien avec la digitalisation des processus (contractualisation et achats, industriel, sérialisation, etc.); - Planifier, coordonner et su"
Data Manager,Non spécifié,Manager Product Owners Data & IA (H/F),Non spécifié,59 - Lesquin,Non spécifié,Débutant accepté,"excel, ia, r, git","Pour accompagner notre croissance et notre transformation, nous recherchons notre futur(e) Manager de Product Owners Data &amp; IA.&#xa0;Rattaché(e) à la Direction Data &amp; IA, vous serez responsable de la définition, du pilotage et de la valorisation des produits Data &amp; IA au service des Directions de l'entreprise (marketing, supply chain, finance, e-commerce, offre, retail, RH, etc.).&#xa0;Véritable Business Partner, vous jouerez un rôle clé pour transformer les données en leviers de per"
Data Manager,ID LOGISTICS,Product Manager Data & IA H/F,Senior,69 - Rhône,Non spécifié,Expérience exigée,"excel, rest, agile, ia, git, scrum, r","Nous proposons des prestations de logistique et de transport qui jouent un rôle crucial dans la performance de nos clients. La logistique est un secteur d'activité essentiel, dynamique et porteur d'avenir qui se modernise via la digitalisation et la robotisation grandissantes de ses processus. L'excellence opérationnelle est une des valeurs fondatrices d'ID Logistics et chaque collaborateur y contribue : toutes vos idées, nous les écouterons et toutes vos expériences passées nous enrichiront. Al"
Data Manager,Non spécifié,Data Manager H/F,Non spécifié,78 - Buc,Annuel de 0.0 Euros à 0.0 Euros,Expérience exigée,"tableau, go, ia, git, pipeline, r","Rattaché au Directeur des Systèmes d'Information et en collaboration avec les directions et opérations métier, vous jouerez un rôle central dans la transformation digitale, en garantissant fiabilité, cohérence, disponibilité, sécurité et conformité des données, tout en permettant aux équipes métiers et à la société de les valoriser. A ce titre, vos missions principales seront les suivantes : Gouvernance des données : · Etre force de proposition dans la digitalisation de l'entreprise au service d"
Data Manager,Non spécifié,Data Manager F/H - Delta Métronia - CDI (H/F),Non spécifié,94 - Fontenay-sous-Bois,Non spécifié,Débutant accepté,"ia, r","Vos missions Pour faciliter la lecture, l'écriture inclusive n'est pas utilisée dans le corps de cette annonce, les termes employés au masculin se réfèrent aussi bien aux femmes et aux hommes.A travers ses projets, Eiffage a une ambition forte : contribuer activement à bâtir un monde plus sobre et plus durable. Cet engagement en matière de responsabilité sociétale et environnementale se matérialise par une stratégie bas carbone ambitieuse qui vise à accélérer la transition écologique, présente d"
Data Manager,YELLOWE,"Web Traffic Manager en alternance - Media, data & ROI (H/F)",Alternance,75 - Paris,Annuel de 18000.0 Euros à 21000.0 Euros,Débutant accepté,"go, r, git, ia","RESPONSABILITÉS :   🚀 Ta mission :  •  Paramétrer et mettre en ligne les campagnes (Display, Social, Programmatique)  •  Contrôler la qualité des créations et garantir leur bonne diffusion  •  Analyser les performances via les outils Ad Centric et Site Centric  •  Identifier les leviers d'optimisation pour améliorer l'efficacité des campagnes  •  Ajuster les paramètres en temps réel pour booster l'impact et le ROI  •  Implémenter les tags et pixels de tracking ; élaborer des plans de marquage fi"
Data Manager,Non spécifié,Data governance manager f/h (H/F),Senior,78 - Vélizy-Villacoublay,Non spécifié,Expérience exigée,"ia, r, git","Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou en"
Data Manager,Non spécifié,Data manager (H/F),Senior,49 - Beaucouzé,Non spécifié,3 An(s),"rest, power bi, dash, go, etl, r, ia, git, sql","Description du poste : Qui sommes-nous? TGS France : un groupe engagé et durable Portés par les relations humaines, l'inclusion et l'engagement, nos 1700 collaborateurs ont à cœur de travailler ensemble pour apporter à nos clients une offre de service globale et durable au travers d'une pluralité de métiers : Audit, Avocats, Conseil, Expertise comptable, Informatique, Paie et Ressources Humaines. Respectueux et responsable, notre groupe se développe autour de nos engagements RSE en faveur du han"
Data Manager,Non spécifié,Data Manager (H/F),Non spécifié,69 - Lyon 5e Arrondissement,Mensuel de 3487.0 Euros,1 An(s),"excel, rest, go, ia, r",Description du poste : Nous recherchons un(e) Référent Master Data SAP Supply Chain (F/H). Votre mission principale sera de garantir la fiabilité et la cohérence des données de production sur le logiciel SAP. Vos tâches et activités : Être le support technique et le référent SAP pour les utilisateurs. Gérer les comptes et analyser les incidents sur SAP. Assurer la mise à jour des documents liés aux évolutions du système. Animer des sessions de formation pour les équipes sur l'utilisation de SAP.
Data Manager,LTd,Data Manager Auscultation (H/F),Senior,94 - Fontenay-sous-Bois,Non spécifié,Expérience exigée,"excel, go, r, ia","LTD, c'est un cabinet de recrutement et une agence de travail temporaire spécialisée en Ingénierie, Encadrement BTP, Télécom et Tertiaire Haut de Gamme - en France et à l'international. Nos implantations : - 5 agences au cœur de Paris - 3 agences en région - 1 agence aux États-Unis - 1 agence au Canada +2000 entreprises partenaires nous font confiance partout en France, et notre croissance annuelle de 10 à 20 % prouve la solidité de notre modèle. Nos piliers pour réussir ensemble : - Spécialisat"
Data Manager,Non spécifié,Data manager (H/F),Senior,29 - Quimper,Non spécifié,1 An(s),"rest, tableau, agile, ia, r, snowflake, sql","Description du poste : Les plus que vous apprécierez : -Faire un métier utile qui sert positivement les entreprises, les individus et la société par la maitrise des risques -Apporter votre contribution à la réalisation de notre projet stratégique -Travailler avec une équipe à taille humaine au sein d'un groupe familial, européen et indépendant -Se sentir attendu et accompagné avec un programme d'intégration personnalisé pour faciliter vos premiers pas. -Développer vos compétences grâce à la form"
Data Manager,Talenteer,Resource Manager IT / Data Management (H/F),Non spécifié,92 - Boulogne-Billancourt,Annuel de 74000.0 Euros à 74000.0 Euros,Expérience exigée,"rest, ia, r","RESPONSABILITÉS :   Vous aurez pour missions de :  • Optimiser l'activité d'un pôle de compétences comprenant jusqu'à 60 consultants.  • Piloter les KPI (inter-contrat, salaire d'embauche, marge sur prestations, turnover, etc.).  • Gérer les besoins et la pertinence des affectations des consultant(e)s sur missions et projets, en relation avec les équipes commerciales.  • Piloter le plan de recrutement, en relation avec le Service Recrutement du Groupe.  • Gérer les carrières des consultants, en "
Data Manager,Non spécifié,Data manager (H/F),Non spécifié,60 - Creil,Non spécifié,3 An(s),"ci/cd, go, aws, pipeline, nosql, big data, kafka, r, scala, ia, etl, agile, gcp, airflow, spark, sql, azure","Description du poste : Notre client est un éditeur de logiciels français de premier plan, régulièrement classé parmi les meilleurs employeurs et reconnu pour sa croissance continue et son esprit d'innovation. Il offre un environnement où chaque collaborateur contribue à une success story collective, tout en bénéficiant de réelles opportunités de développement. Ses équipes Produit, Data et Tech conçoivent et déploient des solutions à fort impact dans un contexte agile et cloud. En collaboration a"
